City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Brae,GB,2022-06-05 17:59:28,60.3964,-1.353,53.44,76,97,2.01
122,Najran,SA,2022-06-05 17:59:29,17.4924,44.1277,86.65,14,0,2.55
123,Voyvozh,RU,2022-06-05 17:59:29,62.892,54.9635,54.97,52,94,7.36
124,Male,MV,2022-06-05 17:59:29,4.1748,73.5089,84.15,84,20,10.36
125,Planaltina,BR,2022-06-05 17:59:30,-15.4528,-47.6142,79.95,35,10,8.81
126,Bandarbeyla,SO,2022-06-05 17:59:30,9.4942,50.8122,79.36,82,90,24.0
127,Sabha,LY,2022-06-05 17:59:30,27.0377,14.4283,88.75,15,0,8.79
128,Khorixas,NA,2022-06-05 17:59:31,-20.3667,14.9667,68.36,25,87,10.47
129,Sorland,NO,2022-06-05 17:59:31,67.667,12.6934,44.46,64,100,24.9
130,Codrington,AU,2022-06-05 17:59:32,-38.2667,141.9667,48.99,73,76,24.45
131,Kulunda,RU,2022-06-05 17:59:32,52.566,78.9385,47.68,63,78,6.71
132,Teguise,ES,2022-06-05 17:59:33,29.0605,-13.564,71.82,60,20,24.16
133,Yining,CN,2022-06-05 17:59:33,29.0361,114.5636,69.93,94,9,1.48
134,Adrar,MR,2022-06-05 17:59:33,20.5022,-10.0711,101.64,10,84,13.47
135,Thompson,CA,2022-06-05 17:59:34,55.7435,-97.8558,51.96,62,75,8.05
136,Henties Bay,NA,2022-06-05 17:59:34,-22.116,14.2845,68.04,51,88,7.92
137,Saint-Augustin,CA,2022-06-05 18:00:34,51.226,-58.6502,45.64,76,100,7.2
138,Muli,MV,2022-06-05 18:00:35,2.9167,73.5667,82.74,75,71,11.32
139,Maceio,BR,2022-06-05 17:57:55,-9.6658,-35.7353,76.44,88,75,3.44
140,Keuruu,FI,2022-06-05 18:00:36,62.2667,24.7,57.79,53,46,7.38
141,Staryy Nadym,RU,2022-06-05 18:00:36,65.6118,72.6842,38.62,49,71,10.56
142,Pangnirtung,CA,2022-06-05 17:58:56,66.1451,-65.7125,42.8,81,0,6.91
143,Muros,ES,2022-06-05 18:00:37,42.7762,-9.0603,69.1,68,99,7.47
144,Polunochnoye,RU,2022-06-05 18:00:37,60.8697,60.4153,45.32,56,69,2.51
145,Filadelfia,US,2022-06-05 17:56:27,39.9523,-75.1638,80.51,35,6,3.0
146,Andenes,NO,2022-06-05 18:00:38,69.3143,16.1194,40.98,87,100,19.57
147,Bereda,ES,2022-06-05 18:00:38,43.2686,-7.5406,68.41,63,99,3.83
148,Aland,IN,2022-06-05 18:00:39,17.5667,76.5667,87.28,48,100,22.46
149,Lujan,AR,2022-06-05 18:00:39,-34.5703,-59.105,60.03,75,100,1.99
150,Sambava,MG,2022-06-05 18:00:40,-14.2667,50.1667,72.34,76,2,12.19
151,Aksu,CN,2022-06-05 18:00:40,41.1231,80.2644,75.25,13,0,4.99
152,Boa Esperanca,BR,2022-06-05 18:00:35,-21.09,-45.5658,75.11,43,25,3.29
153,Antofagasta,CL,2022-06-05 18:00:41,-23.65,-70.4,67.21,58,46,9.84
154,Iskateley,RU,2022-06-05 18:00:41,67.6803,53.1512,57.99,38,36,14.07
155,Comodoro Rivadavia,AR,2022-06-05 18:00:02,-45.8667,-67.5,49.87,46,99,11.07
156,Beira,MZ,2022-06-05 18:00:42,-19.8436,34.8389,69.89,83,75,9.22
157,Kyenjojo,UG,2022-06-05 18:00:42,0.6328,30.6214,63.05,76,84,3.47
158,Urucara,BR,2022-06-05 18:00:43,-2.5364,-57.76,80.11,93,91,0.85
159,Cervo,ES,2022-06-05 18:00:43,43.6702,-7.4101,63.97,77,85,8.03
160,Bacalar,MX,2022-06-05 18:00:43,18.6667,-88.3833,92.19,48,98,3.24
161,Hameenlinna,FI,2022-06-05 18:00:44,60.996,24.4643,57.15,65,88,5.44
162,Clyde River,CA,2022-06-05 18:00:44,70.4692,-68.5914,32.23,86,40,6.91
163,San Juan,AR,2022-06-05 18:00:45,-31.5375,-68.5364,61.74,38,4,7.9
164,Santa Maria,BR,2022-06-05 18:00:45,-29.6842,-53.8069,65.7,94,100,1.99
165,Ritchie,ZA,2022-06-05 18:00:46,-29.038,24.6028,57.16,31,0,5.77
166,Grand Gaube,MU,2022-06-05 18:00:46,-20.0064,57.6608,74.37,70,35,5.01
167,Havelock,US,2022-06-05 17:59:53,34.8791,-76.9013,83.98,50,39,13.0
168,Mahebourg,MU,2022-06-05 18:00:47,-20.4081,57.7,74.25,71,58,16.46
169,Rincon,US,2022-06-05 18:00:47,32.296,-81.2354,85.86,63,75,5.75
170,Mulbagal,IN,2022-06-05 18:00:48,13.1667,78.4,76.28,63,100,4.7
171,Durusu,TR,2022-06-05 18:00:48,41.3053,28.6767,78.98,76,0,5.3
172,Bengkulu,ID,2022-06-05 18:00:49,-3.8004,102.2655,76.51,86,100,4.41
173,Saint-Paul,RE,2022-06-05 17:58:47,-21.0096,55.2707,72.36,76,27,1.81
174,Conceicao Do Araguaia,BR,2022-06-05 18:00:49,-8.2578,-49.2647,90.63,36,8,7.54
175,Kruisfontein,ZA,2022-06-05 18:00:50,-34.0033,24.7314,58.89,81,6,9.33
176,Margate,GB,2022-06-05 18:00:50,51.3813,1.3862,60.31,90,100,1.99
177,Povenets,RU,2022-06-05 18:00:51,62.8487,34.8262,55.36,71,81,5.14
178,Corn Island,NI,2022-06-05 18:00:51,12.1694,-83.0418,82.96,69,50,3.62
179,Cap Malheureux,MU,2022-06-05 18:00:52,-19.9842,57.6142,74.46,70,31,5.01
180,Hithadhoo,MV,2022-06-05 18:00:52,-0.6,73.0833,83.53,69,61,5.06
181,Ola,RU,2022-06-05 18:00:53,59.5833,151.2833,42.62,97,26,3.4
182,Asyut,EG,2022-06-05 18:00:53,27.181,31.1837,92.7,16,35,8.99
183,Camapua,BR,2022-06-05 17:57:15,-19.5314,-54.0439,91.38,27,55,6.87
184,Namikupa,TZ,2022-06-05 18:01:54,-10.8333,39.6,67.1,93,90,2.3
185,Banki,IN,2022-06-05 18:01:54,20.3833,85.5333,86.11,87,85,15.86
186,Harwich,GB,2022-06-05 18:01:55,51.9419,1.2844,57.99,90,100,4.0
187,Sao Filipe,CV,2022-06-05 18:01:55,14.8961,-24.4956,77.18,67,3,9.17
188,Dinguiraye,GN,2022-06-05 18:01:56,11.3,-10.7167,95.9,22,52,8.48
189,Summerville,US,2022-06-05 17:58:52,33.0185,-80.1757,83.89,69,75,10.36
190,Baramula,IN,2022-06-05 18:01:56,34.2,74.35,66.65,44,68,3.38
191,Saint-Joseph,RE,2022-06-05 18:01:57,-21.3667,55.6167,68.38,75,31,12.03
192,Mbanza-Ngungu,CD,2022-06-05 18:01:57,-5.25,14.8667,73.13,57,81,1.57
193,Bol,TD,2022-06-05 18:01:57,13.4586,14.7147,81.91,66,62,7.4
194,Agadez,NE,2022-06-05 18:01:58,19.75,10.25,93.83,6,0,6.82
195,Suffolk,US,2022-06-05 17:59:26,40.8668,-72.7996,77.04,47,18,3.8
196,Letterkenny,IE,2022-06-05 18:01:58,54.95,-7.7333,67.93,68,84,9.33
197,Kisanga,TZ,2022-06-05 18:01:59,-7.4362,37.7034,73.87,68,100,3.6
198,Longyearbyen,SJ,2022-06-05 18:01:59,78.2186,15.6401,46.24,76,75,4.61
199,Hambantota,LK,2022-06-05 18:02:00,6.1241,81.1185,78.98,85,89,16.22
200,Jijiga,ET,2022-06-05 18:02:00,9.35,42.8,71.91,51,92,2.44
201,Nanortalik,GL,2022-06-05 18:02:00,60.1432,-45.2371,45.68,65,95,5.03
202,Vila Velha,BR,2022-06-05 17:59:03,-20.3297,-40.2925,75.15,63,20,13.8
203,Dikson,RU,2022-06-05 18:02:01,73.5069,80.5464,27.46,88,56,4.72
204,Mabaruma,GY,2022-06-05 18:02:01,8.2,-59.7833,72.88,98,100,3.31
205,Lannion,FR,2022-06-05 18:02:02,48.75,-3.4167,64.15,69,0,10.36
206,Kyabe,TD,2022-06-05 18:02:02,9.4515,18.9449,84.33,51,39,2.93
207,Gashua,NG,2022-06-05 18:02:03,12.871,11.0482,90.16,35,59,13.8
208,Roald,NO,2022-06-05 18:02:03,62.5833,6.1333,55.9,71,0,11.5
209,Vyshkov,RU,2022-06-05 18:02:03,52.4764,31.6873,57.02,79,59,6.35
210,Zvishavane,ZW,2022-06-05 18:02:04,-20.3267,30.0665,59.25,55,16,7.54
211,Jutai,BR,2022-06-05 18:02:04,-5.1833,-68.9,83.37,70,96,3.29
212,Vila Franca Do Campo,PT,2022-06-05 18:02:05,37.7167,-25.4333,66.61,75,100,8.41
213,Normandin,CA,2022-06-05 18:02:05,48.8333,-72.5321,60.37,59,97,6.46
214,Kemin,KG,2022-06-05 18:02:06,42.7846,75.6892,59.02,59,39,5.88
215,Grand-Lahou,CI,2022-06-05 18:02:06,5.1367,-5.0242,80.85,77,99,8.16
216,Kaspiyskiy,RU,2022-06-05 18:02:07,45.3929,47.3707,74.07,54,90,8.95
217,Pointe Michel,DM,2022-06-05 18:02:07,15.25,-61.3833,82.09,76,47,16.87
218,Maniitsoq,GL,2022-06-05 18:02:07,65.4167,-52.9,46.51,60,0,6.73
219,Ahtopol,BG,2022-06-05 18:02:08,42.1,27.95,67.35,82,23,3.0
220,Faya,SA,2022-06-05 18:02:08,18.3851,42.4509,71.02,27,39,2.1
221,Manyana,BW,2022-06-05 18:02:09,-23.4,21.7167,56.77,27,55,7.65
222,Makinsk,KZ,2022-06-05 18:02:09,52.6292,70.4169,52.83,61,100,1.74
223,Maragogi,BR,2022-06-05 17:58:01,-9.0122,-35.2225,79.38,78,47,11.12
224,Oranjestad,AW,2022-06-05 18:00:01,12.524,-70.027,81.48,82,27,25.17
225,Cuamba,MZ,2022-06-05 18:02:10,-14.8031,36.5372,66.81,65,97,6.73
226,Santa Fe,AR,2022-06-05 18:01:11,-31.6333,-60.7,67.01,68,92,4.0
227,Bay Roberts,CA,2022-06-05 18:01:57,47.5999,-53.2648,51.06,75,89,8.01
228,Sisimiut,GL,2022-06-05 18:02:10,66.9395,-53.6735,49.28,38,1,20.36
229,Proletarskiy,RU,2022-06-05 18:03:11,50.7914,35.7731,55.74,87,84,7.09
230,Waddan,LY,2022-06-05 18:03:11,29.1614,16.139,90.16,20,0,11.21
231,Shetpe,KZ,2022-06-05 18:03:12,44.1667,52.1167,82.78,22,99,1.36
232,Karmala,IN,2022-06-05 18:03:12,18.4167,75.2,82.87,58,96,15.68
233,Wamba,NG,2022-06-05 18:03:13,8.9333,8.6,74.39,73,98,1.57
234,Saint Anthony,US,2022-06-05 18:03:13,45.0205,-93.218,70.9,70,0,6.91
235,Grootfontein,NA,2022-06-05 18:03:14,-19.5667,18.1167,56.79,33,29,8.81
236,Usinsk,RU,2022-06-05 18:03:14,65.9939,57.5281,55.11,44,8,7.99
237,Tiznit,MA,2022-06-05 18:03:14,29.5833,-9.5,73.9,54,42,6.91
238,Salalah,OM,2022-06-05 17:59:04,17.0151,54.0924,81.79,82,24,3.29
239,Walvis Bay,NA,2022-06-05 18:03:15,-22.9575,14.5053,70.09,33,100,14.58
240,Mana,GF,2022-06-05 18:03:15,5.6592,-53.7767,82.83,71,96,6.73
241,Hashtrud,IR,2022-06-05 18:03:16,37.4779,47.0508,67.3,39,63,4.61
242,Rawson,AR,2022-06-05 17:59:09,-43.3002,-65.1023,56.86,37,2,19.06
243,Black River,JM,2022-06-05 18:03:16,18.0264,-77.8487,87.24,63,70,17.92
244,Villazon,BO,2022-06-05 18:03:17,-22.0866,-65.5942,59.81,25,74,18.68
245,Romanovskaya,RU,2022-06-05 18:03:17,47.5426,42.0285,74.1,49,63,6.42
246,Kolondieba,ML,2022-06-05 18:03:18,11.0882,-6.8926,95.85,29,80,3.91
247,Talnakh,RU,2022-06-05 18:03:18,69.4865,88.3972,26.85,82,7,7.18
248,Jumla,NP,2022-06-05 18:03:19,29.2747,82.1838,58.5,50,63,4.14
249,Breyten,ZA,2022-06-05 18:03:19,-26.3018,29.987,44.65,93,44,7.02
250,La Ciotat,FR,2022-06-05 18:03:19,43.1748,5.6045,84.61,74,5,9.35
251,Rio Cuarto,AR,2022-06-05 17:59:05,-33.1307,-64.3499,66.33,42,0,6.91
252,Araouane,ML,2022-06-05 18:03:20,18.9048,-3.5265,107.08,9,6,8.72
253,Kyzyl-Suu,KG,2022-06-05 18:03:20,42.3414,78.0056,52.12,66,68,4.74
254,Vardo,NO,2022-06-05 18:03:21,70.3705,31.1107,44.58,87,75,17.27
255,At-Bashi,KG,2022-06-05 18:03:21,41.1702,75.8106,53.2,54,16,2.51
256,Corinto,GR,2022-06-05 18:03:22,37.9407,22.9573,87.42,48,0,3.29
257,Mangrol,IN,2022-06-05 18:03:22,21.1167,70.1167,82.2,84,25,10.47
258,Pangody,RU,2022-06-05 18:03:23,65.85,74.4859,39.11,55,52,11.45
259,Qasigiannguit,GL,2022-06-05 18:03:23,68.8193,-51.1922,41.25,51,14,9.91
260,Mwaya,TZ,2022-06-05 18:03:23,-9.55,33.95,68.88,72,60,0.22
261,Sokoni,TZ,2022-06-05 18:03:24,-6.4333,39.55,79.11,75,100,18.63
262,Shakawe,BW,2022-06-05 18:03:24,-18.3667,21.85,59.02,38,5,6.31
263,Mbulu,TZ,2022-06-05 18:03:25,-3.85,35.5333,57.85,75,51,7.34
264,Mahajanga,MG,2022-06-05 18:03:25,-15.7167,46.3167,74.82,69,99,11.21
265,Olafsvik,IS,2022-06-05 18:03:25,64.8945,-23.7142,41.7,65,100,13.76
266,Kalevala,RU,2022-06-05 18:03:26,65.2,31.1667,54.37,43,97,9.69
267,Killybegs,IE,2022-06-05 18:03:26,54.6333,-8.45,67.71,62,70,10.67
268,Nouakchott,MR,2022-06-05 18:00:14,18.0858,-15.9785,94.93,39,95,16.44
269,Sao Joao Da Barra,BR,2022-06-05 17:58:53,-21.6403,-41.0511,75.29,55,76,10.94
270,Manta,EC,2022-06-05 18:03:27,-0.95,-80.7333,78.58,78,75,8.05
271,Zambezi,ZM,2022-06-05 18:03:28,-13.5432,23.1047,59.58,50,10,5.97
272,Ostrovnoy,RU,2022-06-05 18:03:28,68.0531,39.5131,56.35,77,55,5.06
273,Touros,BR,2022-06-05 18:03:28,-5.1989,-35.4608,76.59,87,91,12.41
274,Zuchwil,CH,2022-06-05 18:04:29,47.2017,7.5665,70.3,76,0,5.75
275,Ndago,TZ,2022-06-05 18:04:29,-4.6,34.35,70.65,47,93,9.33
276,Adre,TD,2022-06-05 18:04:30,13.4667,22.2,91.35,17,14,6.49
277,Stefan Cel Mare,RO,2022-06-05 18:04:30,46.9833,26.5167,65.75,43,96,7.29
278,Bafra,TR,2022-06-05 18:04:30,41.5678,35.9069,64.67,90,72,4.38
279,Torbay,CA,2022-06-05 18:04:31,47.6666,-52.7314,50.29,88,96,14.88
280,Cockburn Town,TC,2022-06-05 18:02:01,21.4612,-71.1419,80.94,82,100,10.69
281,Lincoln,US,2022-06-05 18:00:31,40.8,-96.667,83.86,59,95,3.0
282,Soubre,CI,2022-06-05 18:04:32,5.7856,-6.6083,79.09,83,100,6.67
283,Bhadrapur,NP,2022-06-05 18:04:32,26.544,88.0944,78.13,83,48,7.78
284,Gilgit,PK,2022-06-05 18:04:32,35.9221,74.3087,70.66,57,84,3.74
285,Rabo De Peixe,PT,2022-06-05 18:04:33,37.8,-25.5833,65.71,88,40,10.36
286,Izmir,TR,2022-06-05 18:04:33,38.4622,27.0923,83.71,42,0,11.5
287,Road Town,VG,2022-06-05 18:03:30,18.4167,-64.6167,87.01,74,40,8.05
288,Urengoy,RU,2022-06-05 18:04:34,65.9667,78.3667,36.18,60,45,3.85
289,Velyka Bahachka,UA,2022-06-05 18:04:34,49.7912,33.7226,58.44,90,87,8.23
290,Carballo,ES,2022-06-05 18:04:35,43.213,-8.691,67.01,69,97,5.95
291,Vestmannaeyjar,IS,2022-06-05 18:04:35,63.4427,-20.2734,49.19,93,100,20.71
292,Beyneu,KZ,2022-06-05 18:04:36,45.3167,55.2,87.37,10,34,10.58
293,Ochakiv,UA,2022-06-05 18:04:36,46.6128,31.5498,65.17,72,50,14.0
294,Uinskoye,RU,2022-06-05 18:04:37,56.8817,56.5813,53.98,96,98,6.15
295,Naqadeh,IR,2022-06-05 18:04:37,36.9553,45.388,69.78,40,81,6.22
